energy,condition,volume,weight,machine_id,speed
1087.6,C000O,116.0,19.0,M2,9.2
1242.1,C000X,131.0,21.0,M4,8.0
779.7,C000N,88.0,16.0,M2,12.8
1177.9,C000X,124.0,20.0,M1,8.4
845.7,C000F,91.0,17.0,M1,11.9
1095.6,C000X,116.0,17.0,M1,9.1
1196.0,C000W,126.0,17.0,M5,8.4
975.7,C000V,105.0,18.0,M5,10.2
1319.1,C000T,138.0,20.0,M1,7.6
1279.6,C000AK,133.0,21.0,M5,7.8
881.7,C000Y,94.0,15.0,M1,11.4
749.3,C000O,82.0,14.0,M2,13.5
814.1,C000S,88.0,14.0,M2,12.3
1118.5,C000AK,118.0,19.0,M2,9.0
933.2,C000Z,100.0,16.0,M1,10.8
1644.8,C000T,173.0,24.0,M1,6.1
1399.7,C000Z,146.0,20.0,M1,7.1
1212.4,C000AK,129.0,18.0,M5,8.3
1534.9,C000T,159.0,20.0,M2,6.5
1019.5,C000AJ,108.0,18.0,M1,9.8
800.0,C000T,87.0,14.0,M1,12.5
1189.0,C000AK,126.0,21.0,M2,8.4
1365.9,C000X,143.0,20.0,M1,7.4
843.1,C000O,92.0,15.0,M1,11.9
1050.4,C000D,111.0,17.0,M1,9.6
989.2,C000AY,107.0,15.0,M1,10.1
1270.4,C000AK,133.0,19.0,M2,7.9
1244.1,C000X,132.0,17.0,M1,8.0
1278.7,C000J,136.0,20.0,M1,7.8
809.5,C000O,85.0,15.0,M2,12.4
1022.3,C000AJ,110.0,18.0,M5,9.8
810.9,C000N,89.0,14.0,M2,12.3
1175.3,C000X,125.0,19.0,M3,8.6
758.6,C000N,82.0,17.0,M2,13.1
1029.6,C000O,109.0,16.0,M3,9.7
1155.8,C000W,122.0,19.0,M4,8.6
941.5,C000T,102.0,15.0,M4,10.5
779.0,C000Z,85.0,16.0,M4,12.8
1268.1,C000AK,132.0,20.0,M2,7.9
1546.8,C000AL,161.0,21.0,M1,6.5
1730.8,C000AY,177.0,25.0,M1,5.8
911.8,C000F,99.0,15.0,M1,10.9
916.8,C000N,100.0,15.0,M2,10.9
1138.9,C000J,122.0,19.0,M1,8.7
1388.9,C000O,144.0,21.0,M1,7.2
1291.4,C000O,134.0,20.0,M1,7.7
1079.1,C000AY,116.0,18.0,M1,9.3
889.1,C000F,96.0,14.0,M5,11.3
1165.1,C000X,122.0,17.0,M4,8.5
1292.3,C000X,138.0,19.0,M1,7.7
788.2,C000T,85.0,15.0,M1,12.7
1669.0,C000AK,173.0,24.0,M1,6.0
833.6,C000Y,90.0,15.0,M4,11.9
819.4,C000S,89.0,16.0,M1,12.1
876.5,C000Y,95.0,16.0,M4,11.5
1120.8,C000AK,119.0,20.0,M3,9.0
827.2,C000T,88.0,15.0,M1,12.1
1265.6,C000AK,132.0,19.0,M2,7.9
808.0,C000AL,88.0,14.0,M2,12.3
947.3,C000T,103.0,18.0,M3,10.6
1715.3,C000AK,176.0,23.0,M1,5.9
555.5,C000AZ,62.0,13.0,M1,18.2
1291.0,C000AK,136.0,19.0,M1,7.7
901.6,C000AL,97.0,16.0,M2,11.2
1170.9,C000AK,125.0,19.0,M1,8.6
817.0,C000BA,88.0,17.0,M3,12.2
1396.4,C000J,147.0,19.0,M4,7.2
816.9,C000Y,89.0,17.0,M1,12.3
1498.2,C000AX,158.0,21.0,M2,6.7
806.9,C000T,88.0,16.0,M3,12.4
1246.8,C000AT,132.0,19.0,M1,8.0
1306.0,C000X,137.0,21.0,M4,7.7
872.0,C000N,94.0,15.0,M1,11.5
2182.1,C000X,226.0,31.0,M1,4.6
590.0,C000AZ,66.0,14.0,M1,16.9
1339.3,C000A,141.0,20.0,M4,7.5
921.6,C000Z,99.0,16.0,M3,10.8
1009.8,C000AJ,109.0,15.0,M2,9.9
867.1,C000T,94.0,14.0,M3,11.5
897.0,C000AY,97.0,17.0,M4,11.2
781.1,C000Z,86.0,16.0,M4,12.8
550.6,C000AZ,62.0,12.0,M1,18.1
1079.5,C000Y,116.0,17.0,M1,9.3
1199.7,C000AK,126.0,20.0,M2,8.4
1028.0,C000Z,108.0,16.0,M1,9.8
1429.7,C000O,148.0,21.0,M3,7.0
1176.6,C000X,125.0,19.0,M4,8.4
1149.6,C000X,122.0,18.0,M2,8.7
599.4,C000AZ,69.0,12.0,M2,16.8
758.1,C000S,83.0,15.0,M4,13.3
1758.0,C000AK,182.0,25.0,M2,5.7
821.9,C000Y,90.0,15.0,M3,12.3
1225.7,C000V,130.0,20.0,M1,8.2
834.5,C000N,90.0,15.0,M1,11.9
1181.1,C000J,126.0,20.0,M4,8.4
823.2,C000U,90.0,16.0,M3,12.2
1109.0,C000AY,118.0,20.0,M1,9.0
836.1,C000O,92.0,16.0,M2,12.0
1221.9,C000J,131.0,19.0,M4,8.2
637.0,C000AZ,70.0,13.0,M1,15.6
1215.3,C000O,129.0,21.0,M1,8.2
736.5,C000Y,79.0,14.0,M5,13.6
1541.8,C000AP,161.0,25.0,M1,6.5
1015.5,C000Y,107.0,18.0,M4,9.8
839.2,C000AI,92.0,15.0,M1,12.0
1308.0,C000W,139.0,22.0,M3,7.6
805.1,C000T,88.0,15.0,M1,12.4
1220.8,C000AK,130.0,19.0,M1,8.2
960.2,C000Y,102.0,16.0,M1,10.4
767.6,C000T,83.0,14.0,M3,13.1
894.9,C000N,95.0,14.0,M1,11.1
1241.9,C000X,131.0,17.0,M1,8.0
984.5,C000N,106.0,18.0,M2,10.2
758.1,C000T,82.0,15.0,M3,13.0
1029.0,C000AY,109.0,16.0,M3,9.8
1244.1,C000X,131.0,19.0,M4,8.0
1271.9,C000AP,134.0,21.0,M1,7.9
857.3,C000O,92.0,13.0,M2,11.6
768.3,C000E,85.0,15.0,M1,13.1
1208.5,C000AK,127.0,20.0,M2,8.3
858.4,C000T,94.0,16.0,M1,11.7
805.3,C000N,87.0,14.0,M1,12.4
1370.8,C000X,144.0,22.0,M4,7.3
802.1,C000O,87.0,14.0,M1,12.4
611.4,C000AZ,69.0,14.0,M2,16.2
1122.8,C000J,119.0,19.0,M4,8.9
890.4,C000N,96.0,16.0,M1,11.4
784.1,C000K,86.0,16.0,M3,12.8
1161.0,C000X,123.0,20.0,M4,8.6
1398.8,C000X,146.0,20.0,M1,7.1
1280.3,C000X,136.0,20.0,M4,7.8
675.7,C000AZ,74.0,14.0,M2,15.0
1243.2,C000X,132.0,19.0,M4,8.1
818.3,C000S,90.0,16.0,M1,12.2
1178.5,C000AF,125.0,18.0,M4,8.5
983.1,C000AJ,105.0,17.0,M2,10.1
1284.8,C000J,135.0,21.0,M4,7.8
1221.7,C000AP,128.0,18.0,M1,8.2
1421.8,C000J,148.0,21.0,M1,7.0
869.7,C000N,93.0,15.0,M1,11.5
1336.8,C000N,140.0,19.0,M1,7.5
946.5,C000O,102.0,17.0,M2,10.6
1242.8,C000X,129.0,19.0,M4,8.1
1220.6,C000X,127.0,19.0,M4,8.2
801.0,C000O,86.0,15.0,M4,12.5
990.4,C000H,106.0,17.0,M1,10.1
837.6,C000Y,91.0,14.0,M1,12.1
788.7,C000Y,85.0,15.0,M1,12.6
790.9,C000Y,87.0,16.0,M1,12.7
960.2,C000O,102.0,17.0,M2,10.4
1275.8,C000AK,134.0,21.0,M2,7.8
1021.3,C000V,109.0,18.0,M1,9.8
979.5,C000Z,103.0,17.0,M4,10.3
1370.5,C000X,144.0,21.0,M4,7.3
774.9,C000AD,85.0,17.0,M2,12.9
1154.6,C000X,122.0,17.0,M3,8.7
826.3,C000N,90.0,15.0,M4,12.0
835.2,C000F,91.0,16.0,M5,11.9
783.0,C000O,86.0,16.0,M2,12.8
1034.3,C000AY,110.0,17.0,M1,9.7
808.4,C000O,88.0,15.0,M3,12.3
1469.7,C000AK,152.0,21.0,M5,6.8
866.9,C000S,94.0,16.0,M1,11.6
1109.9,C000Z,117.0,19.0,M3,9.0
1030.0,C000Z,108.0,19.0,M1,9.7
1178.1,C000AJ,124.0,20.0,M2,8.5
1242.8,C000AK,130.0,20.0,M5,8.0
1208.2,C000AK,130.0,19.0,M1,8.3
1073.1,C000BA,114.0,17.0,M5,9.3
872.9,C000Z,97.0,15.0,M1,11.3
1346.1,C000AK,143.0,21.0,M5,7.5
1005.0,C000S,109.0,16.0,M1,10.0
961.2,C000O,102.0,15.0,M3,10.4
873.7,C000O,94.0,17.0,M2,11.5
959.4,C000AY,103.0,17.0,M5,10.4
821.7,C000O,88.0,16.0,M3,12.1
1160.1,C000H,123.0,18.0,M1,8.6
739.3,C000O,79.0,15.0,M2,13.4
1232.5,C000AY,130.0,18.0,M4,8.1
772.1,C000N,84.0,14.0,M2,12.9
916.0,C000O,97.0,15.0,M3,10.9
931.4,C000F,99.0,17.0,M2,10.7
840.5,C000Z,88.0,16.0,M1,11.8
1232.5,C000AK,129.0,19.0,M5,8.2
1305.5,C000AY,137.0,20.0,M1,7.7
1298.0,C000AK,135.0,19.0,M4,7.7
965.9,C000S,104.0,16.0,M1,10.3
1332.2,C000AF,141.0,19.0,M1,7.5
906.7,C000T,98.0,17.0,M3,11.0
1043.1,C000Y,111.0,17.0,M5,9.6
1237.7,C000W,131.0,19.0,M1,8.0
1192.2,C000X,127.0,21.0,M5,8.4
878.3,C000O,96.0,16.0,M3,11.5
1158.2,C000AY,123.0,17.0,M4,8.7
581.7,C000AZ,66.0,14.0,M2,17.4
1413.7,C000AK,148.0,20.0,M2,7.1
821.2,C000T,90.0,16.0,M3,12.2
1215.1,C000W,129.0,18.0,M2,8.2
941.3,C000O,98.0,17.0,M4,10.6
817.0,C000F,88.0,15.0,M3,12.3
1116.4,C000X,118.0,16.0,M1,8.9
916.0,C000N,98.0,15.0,M2,10.9
1192.2,C000X,125.0,19.0,M2,8.4
902.5,C000O,97.0,15.0,M3,11.0
1011.8,C000D,109.0,16.0,M1,9.9
802.8,C000Z,90.0,13.0,M4,12.4
1202.1,C000Z,127.0,18.0,M1,8.3
1224.1,C000AU,129.0,20.0,M4,8.2
1094.5,C000AY,117.0,18.0,M5,9.2
856.2,C000Z,91.0,16.0,M5,11.7
1483.3,C000AK,155.0,21.0,M4,6.7
1529.7,C000AY,160.0,22.0,M1,6.6
885.7,C000T,96.0,15.0,M1,11.4
1222.8,C000AY,129.0,19.0,M5,8.1
879.8,C000O,97.0,15.0,M2,11.4
1016.7,C000AY,110.0,16.0,M5,9.9
1468.5,C000N,154.0,21.0,M2,6.9
896.2,C000O,99.0,15.0,M3,11.0
765.1,C000Z,84.0,16.0,M5,12.9
1108.8,C000V,116.0,18.0,M5,9.0
803.7,C000T,87.0,14.0,M5,12.4
614.7,C000AZ,68.0,12.0,M2,16.5
1103.1,C000Z,117.0,19.0,M5,9.0
1286.2,C000AK,136.0,20.0,M2,7.8
990.2,C000AY,105.0,16.0,M3,10.0
1493.3,C000AJ,156.0,23.0,M2,6.7
824.1,C000T,89.0,15.0,M3,12.3
1277.4,C000AK,136.0,19.0,M3,7.9
891.3,C000T,98.0,16.0,M1,11.2
676.3,C000AZ,73.0,13.0,M2,14.9
1224.1,C000X,130.0,20.0,M1,8.1
1028.8,C000AY,109.0,17.0,M3,9.7
1973.7,C000X,204.0,27.0,M1,5.1
799.4,C000S,87.0,14.0,M1,12.4
1320.4,C000AK,139.0,21.0,M2,7.6
1266.5,C000T,133.0,18.0,M1,7.9
592.7,C000AZ,67.0,11.0,M2,17.1
779.0,C000Z,84.0,15.0,M1,12.8
1200.8,C000Z,126.0,19.0,M5,8.3
1092.7,C000V,116.0,17.0,M4,9.2
831.9,C000N,89.0,15.0,M1,12.1
1234.3,C000X,130.0,20.0,M1,8.1
776.5,C000F,85.0,15.0,M1,12.7
1029.4,C000AY,109.0,17.0,M1,9.7
790.0,C000Z,87.0,15.0,M5,12.9
1035.5,C000AY,111.0,19.0,M4,9.6
769.3,C000BA,85.0,15.0,M1,12.9
962.9,C000Z,104.0,16.0,M4,10.5
978.7,C000AJ,104.0,17.0,M2,10.3
848.6,C000T,93.0,14.0,M1,11.8
1169.6,C000J,124.0,20.0,M4,8.5
1085.8,C000D,116.0,16.0,M1,9.2
1600.7,C000AY,168.0,22.0,M1,6.3
830.1,C000O,90.0,15.0,M3,12.1
904.4,C000BA,98.0,18.0,M1,11.0
838.7,C000T,91.0,14.0,M1,11.7
1346.1,C000Z,142.0,21.0,M1,7.4
952.0,C000AY,102.0,16.0,M1,10.4
1152.6,C000AK,121.0,18.0,M4,8.7
1204.9,C000AY,126.0,19.0,M1,8.3
1305.3,C000AP,136.0,20.0,M3,7.7
1090.4,C000AJ,115.0,16.0,M1,9.2
831.0,C000Z,90.0,14.0,M1,12.0
1416.6,C000AK,148.0,21.0,M2,7.1
1008.4,C000AJ,106.0,17.0,M1,10.0
1196.6,C000AK,127.0,21.0,M2,8.4
831.6,C000M,90.0,15.0,M1,12.0
1150.0,C000V,123.0,17.0,M1,8.7
1306.9,C000AK,137.0,21.0,M3,7.7
7039.5,C000Y,710.0,78.0,M2,1.4
865.3,C000Y,92.0,15.0,M4,11.4
814.0,C000Y,89.0,15.0,M1,12.4
1112.0,C000F,119.0,17.0,M1,9.0
1262.9,C000J,133.0,20.0,M4,7.9
900.0,C000Z,95.0,15.0,M1,11.0
2513.2,C000AJ,259.0,34.0,M2,4.0
1311.3,C000T,139.0,20.0,M1,7.7
1636.1,C000AK,170.0,24.0,M3,6.1
989.6,C000AJ,106.0,18.0,M2,10.2
1672.4,C000AY,173.0,25.0,M1,6.0
695.9,C000AZ,76.0,13.0,M2,14.7
1402.8,C000T,148.0,21.0,M2,7.2
1252.2,C000W,133.0,20.0,M1,7.9
834.8,C000Y,91.0,15.0,M2,11.9
755.7,C000AI,81.0,14.0,M1,13.3
1265.9,C000R,134.0,19.0,M1,7.9
1996.9,C000X,208.0,27.0,M1,5.0
1058.2,C000E,112.0,18.0,M4,9.5
1140.4,C000AK,122.0,20.0,M1,8.8
983.7,C000AY,107.0,19.0,M4,10.2
853.8,C000F,91.0,15.0,M2,11.7
1178.7,C000A,124.0,20.0,M4,8.5
914.7,C000Y,97.0,16.0,M1,10.9
802.8,C000Z,87.0,16.0,M1,12.5
979.1,C000AJ,107.0,15.0,M2,10.1
1180.5,C000X,126.0,17.0,M1,8.4
1229.2,C000AT,130.0,17.0,M1,8.1
1174.2,C000X,125.0,19.0,M1,8.5
616.2,C000AZ,67.0,13.0,M2,16.2
1040.0,C000AJ,112.0,17.0,M2,9.6
1135.5,C000W,120.0,19.0,M1,8.8
781.1,C000T,85.0,16.0,M1,12.8
809.3,C000Z,86.0,16.0,M3,12.4
1289.6,C000AP,136.0,21.0,M1,7.8
1256.4,C000W,131.0,21.0,M4,7.9
852.3,C000Y,93.0,18.0,M1,11.8
995.6,C000AY,105.0,18.0,M1,9.9
853.4,C000O,94.0,17.0,M2,11.8
1085.6,C000X,117.0,18.0,M1,9.2
960.6,C000AY,104.0,15.0,M2,10.3
615.8,C000AZ,69.0,12.0,M2,16.4
842.4,C000T,91.0,16.0,M1,11.8
1174.6,C000W,124.0,17.0,M1,8.5
1110.9,C000W,118.0,18.0,M1,9.1
980.1,C000AY,104.0,18.0,M4,10.3
759.2,C000O,83.0,16.0,M2,13.1
1155.2,C000J,121.0,20.0,M4,8.7
1015.5,C000H,109.0,16.0,M1,9.8
864.0,C000O,94.0,15.0,M3,11.6
760.6,C000T,82.0,14.0,M2,13.4
1007.0,C000V,109.0,17.0,M1,10.0
1127.6,C000AK,120.0,20.0,M1,8.9
810.7,C000Y,87.0,15.0,M2,12.5
1520.5,C000AK,160.0,25.0,M2,6.6
1389.8,C000AP,146.0,21.0,M1,7.2
785.7,C000AL,85.0,15.0,M2,12.9
1221.9,C000W,130.0,19.0,M2,8.2
879.1,C000Y,97.0,15.0,M1,11.5
1375.9,C000I,147.0,20.0,M1,7.3
1024.1,C000O,109.0,15.0,M2,9.8
963.7,C000Z,103.0,16.0,M2,10.4
998.2,C000V,107.0,18.0,M2,10.0
889.1,C000Z,95.0,15.0,M1,11.2
839.6,C000T,91.0,17.0,M1,11.9
1157.6,C000X,120.0,18.0,M1,8.6
822.8,C000Y,91.0,15.0,M1,12.2
1152.6,C000AK,122.0,19.0,M2,8.7
831.9,C000Y,92.0,18.0,M2,12.1
817.2,C000T,90.0,15.0,M1,12.3
833.0,C000Y,89.0,15.0,M1,12.0
815.8,C000Y,89.0,15.0,M1,12.2
1184.2,C000W,127.0,18.0,M5,8.5
878.9,C000AL,95.0,16.0,M2,11.4
1177.0,C000AK,125.0,20.0,M5,8.5
780.4,C000Y,84.0,13.0,M1,12.8
1444.1,C000AP,152.0,24.0,M1,6.9
760.6,C000F,84.0,14.0,M1,13.1
872.7,C000O,94.0,15.0,M2,11.5
1173.8,C000I,124.0,20.0,M2,8.4
816.3,C000AI,90.0,15.0,M1,12.3
786.9,C000Y,85.0,15.0,M1,12.6
1225.4,C000AK,130.0,18.0,M1,8.2
1339.3,C000R,142.0,19.0,M1,7.5
778.6,C000S,86.0,14.0,M5,12.9
1212.6,C000W,128.0,18.0,M1,8.2
809.5,C000Y,88.0,15.0,M1,12.6
1005.6,C000Y,108.0,17.0,M2,10.0
1307.6,C000R,136.0,20.0,M4,7.7
856.6,C000T,94.0,17.0,M1,11.6
1327.6,C000W,138.0,21.0,M1,7.5
880.4,C000Y,95.0,16.0,M2,11.4
890.9,C000O,98.0,15.0,M2,11.2
937.6,C000F,102.0,17.0,M1,10.6
827.4,C000O,91.0,16.0,M1,12.1
1251.9,C000H,132.0,20.0,M2,8.0
1285.7,C000AT,136.0,19.0,M1,7.8
1147.7,C000F,122.0,18.0,M1,8.7
1563.3,C000X,162.0,23.0,M1,6.4
817.8,C000F,89.0,15.0,M1,12.3
1031.8,C000AY,109.0,17.0,M1,9.6
1072.7,C000AY,114.0,18.0,M1,9.3
1166.2,C000AJ,124.0,20.0,M2,8.6
1048.4,C000Z,114.0,17.0,M1,9.5
1293.7,C000AY,137.0,18.0,M2,7.7
1135.7,C000W,122.0,19.0,M1,8.7
1155.2,C000W,122.0,19.0,M2,8.7
1134.7,C000AK,121.0,21.0,M4,8.8
1012.4,C000Z,108.0,16.0,M1,9.9
1026.8,C000AY,110.0,19.0,M2,9.8
1181.1,C000AT,124.0,20.0,M1,8.5
810.7,C000Y,88.0,17.0,M1,12.3
1964.2,C000X,203.0,27.0,M1,5.1
895.7,C000T,97.0,15.0,M1,11.1
1311.7,C000N,136.0,20.0,M1,7.6
1889.0,C000J,197.0,26.0,M1,5.3
1215.3,C000AY,129.0,20.0,M1,8.2
837.0,C000O,91.0,16.0,M1,12.0
1123.6,C000H,119.0,19.0,M2,8.8
1101.9,C000W,117.0,17.0,M1,9.0
1147.7,C000H,124.0,19.0,M2,8.7
914.3,C000S,101.0,17.0,M1,10.9
903.3,C000O,96.0,17.0,M1,11.0
791.4,C000M,85.0,15.0,M1,12.6
1033.5,C000H,110.0,18.0,M2,9.6
1089.3,C000H,117.0,17.0,M4,9.1
994.4,C000T,106.0,16.0,M1,10.1
1111.5,C000V,120.0,18.0,M1,9.0
1564.0,C000Z,163.0,22.0,M2,6.4
799.8,C000Z,87.0,15.0,M4,12.6
1174.4,C000X,123.0,18.0,M1,8.5
792.1,C000F,86.0,14.0,M1,12.5
981.3,C000L,105.0,17.0,M2,10.3
797.3,C000F,87.0,16.0,M1,12.5
1325.5,C000AP,140.0,20.0,M1,7.5
859.9,C000O,93.0,18.0,M2,11.6
1185.5,C000W,126.0,19.0,M2,8.4
971.4,C000S,105.0,16.0,M1,10.4
1180.3,C000X,125.0,19.0,M1,8.5
990.2,C000H,108.0,18.0,M1,10.2
806.9,C000Z,89.0,15.0,M4,12.3
1113.7,C000Z,119.0,18.0,M2,9.1
1187.9,C000W,126.0,20.0,M1,8.4
811.8,C000Y,87.0,13.0,M1,12.2
1391.9,C000X,146.0,20.0,M4,7.2
803.7,C000AZ,88.0,16.0,M2,12.4
776.2,C000T,83.0,14.0,M1,12.9
991.2,C000Y,105.0,16.0,M2,10.1
730.7,C000O,81.0,14.0,M2,13.7
1341.2,C000AF,141.0,21.0,M4,7.5
805.5,C000AL,86.0,15.0,M2,12.5
2084.0,C000X,216.0,29.0,M4,4.8
879.5,C000AL,95.0,16.0,M2,11.4
793.2,C000AZ,86.0,14.0,M2,12.7
779.0,C000T,85.0,17.0,M1,13.0
1113.7,C000AK,119.0,18.0,M1,9.0
1350.5,C000W,142.0,20.0,M1,7.4
1326.0,C000AP,139.0,19.0,M2,7.6
1174.2,C000W,126.0,19.0,M1,8.5
1197.9,C000W,127.0,20.0,M1,8.5
882.1,C000T,96.0,17.0,M1,11.3
580.9,C000AZ,65.0,12.0,M2,17.3
940.9,C000M,102.0,17.0,M4,10.6
885.7,C000O,94.0,16.0,M1,11.2
984.1,C000H,106.0,17.0,M2,10.2
1011.0,C000D,107.0,18.0,M1,9.9
822.5,C000O,90.0,16.0,M1,12.2
808.9,C000Z,88.0,17.0,M4,12.4
871.2,C000AL,94.0,17.0,M2,11.4
1490.6,C000AK,158.0,23.0,M4,6.7
2384.9,C000W,244.0,31.0,M1,4.2
1131.9,C000AK,121.0,20.0,M1,8.8
799.1,C000T,86.0,16.0,M1,12.5
1128.5,C000W,121.0,19.0,M1,8.9
991.6,C000AY,107.0,15.0,M2,10.1
945.2,C000AY,101.0,17.0,M1,10.6
1182.4,C000X,123.0,19.0,M1,8.5
872.5,C000O,94.0,15.0,M2,11.4
822.6,C000O,89.0,16.0,M1,12.1
1101.0,C000AJ,118.0,18.0,M2,9.0
959.2,C000AL,103.0,17.0,M2,10.4
917.2,C000O,97.0,17.0,M2,10.9
1658.4,C000J,171.0,22.0,M4,6.0
1642.0,C000H,171.0,24.0,M2,6.1
811.6,C000T,89.0,16.0,M1,12.4
762.3,C000AZ,83.0,17.0,M2,13.0
949.3,C000AL,102.0,15.0,M2,10.5
872.0,C000T,93.0,15.0,M1,11.5
1053.3,C000V,112.0,19.0,M1,9.5
923.1,C000Z,98.0,19.0,M2,10.8
835.2,C000T,91.0,16.0,M1,12.0
866.9,C000L,94.0,16.0,M2,11.5
757.9,C000F,82.0,14.0,M1,13.2
990.4,C000H,105.0,18.0,M2,10.1
1125.3,C000AY,120.0,19.0,M1,8.9
792.5,C000AL,87.0,17.0,M2,12.8
1137.8,C000W,121.0,16.0,M2,8.8
792.1,C000Y,86.0,16.0,M2,12.6
1251.0,C000AS,133.0,21.0,M4,8.0
1377.3,C000X,145.0,21.0,M1,7.3
1647.6,C000J,171.0,24.0,M4,6.1
813.2,C000B,87.0,15.0,M1,12.2
1416.3,C000A,149.0,21.0,M4,7.0
627.6,C000AZ,70.0,13.0,M2,15.9
1069.4,C000O,114.0,17.0,M2,9.3
805.3,C000U,89.0,16.0,M1,12.5
821.6,C000N,89.0,16.0,M2,12.2
1251.3,C000J,133.0,20.0,M1,8.0
1265.9,C000O,134.0,19.0,M2,7.9
1205.2,C000AP,128.0,19.0,M1,8.3
894.0,C000S,98.0,15.0,M1,11.2
882.7,C000T,96.0,16.0,M1,11.3
948.9,C000Y,103.0,16.0,M1,10.6
1341.4,C000AP,141.0,21.0,M1,7.5
949.8,C000AJ,102.0,15.0,M4,10.5
818.8,C000Z,89.0,16.0,M2,12.3
555.6,C000AZ,62.0,11.0,M1,18.0
1141.1,C000AK,120.0,19.0,M1,8.7
1344.4,C000AD,142.0,20.0,M2,7.4
1464.8,C000AP,152.0,22.0,M1,6.8
774.0,C000N,84.0,16.0,M2,12.8
1296.9,C000J,136.0,20.0,M4,7.7
1396.7,C000AY,145.0,21.0,M1,7.1
1018.1,C000O,109.0,16.0,M2,9.8
1174.8,C000AY,124.0,18.0,M1,8.5
766.2,C000O,86.0,14.0,M2,13.1
1232.5,C000X,131.0,19.0,M1,8.1
835.0,C000F,91.0,14.0,M1,12.0
1402.3,C000J,147.0,20.0,M3,7.1
872.2,C000Y,94.0,15.0,M2,11.4
1234.5,C000AP,130.0,22.0,M1,8.1
788.5,C000O,87.0,15.0,M1,12.6
820.3,C000S,89.0,17.0,M1,12.2
1201.9,C000AK,127.0,18.0,M1,8.3
898.9,C000F,96.0,15.0,M1,11.2
873.9,C000M,94.0,16.0,M1,11.4
2238.9,C000AP,231.0,30.0,M1,4.5
785.4,C000O,86.0,15.0,M2,12.6
993.6,C000D,107.0,19.0,M2,10.2
1397.8,C000AY,146.0,21.0,M1,7.2
1506.0,C000AK,156.0,22.0,M1,6.6
781.6,C000Z,86.0,15.0,M1,12.7
791.2,C000T,84.0,15.0,M1,12.8
1003.2,C000AY,108.0,19.0,M1,10.0
929.5,C000Z,102.0,17.0,M4,10.7
993.2,C000AJ,106.0,17.0,M2,10.1
783.4,C000BA,85.0,15.0,M1,12.9
541.5,C000AZ,63.0,13.0,M2,18.4
1002.4,C000AY,108.0,18.0,M1,9.9
1061.1,C000AY,113.0,18.0,M1,9.4
1248.6,C000AP,133.0,20.0,M1,8.0
954.9,C000O,102.0,16.0,M2,10.4
1239.0,C000X,131.0,20.0,M1,8.1
801.2,C000L,86.0,16.0,M2,12.4
834.1,C000AI,90.0,18.0,M1,12.0
1130.2,C000AK,120.0,19.0,M2,8.8
795.5,C000AZ,88.0,15.0,M2,12.6
847.1,C000T,92.0,16.0,M1,11.8
1319.7,C000AK,138.0,18.0,M2,7.5
804.6,C000Z,88.0,15.0,M1,12.3
877.0,C000Y,94.0,17.0,M1,11.2
1504.3,C000AK,159.0,22.0,M1,6.6
999.6,C000T,106.0,17.0,M1,10.0
791.7,C000F,84.0,17.0,M2,12.7
1127.4,C000X,120.0,18.0,M1,8.8
1169.0,C000W,123.0,19.0,M4,8.6
1007.4,C000O,108.0,17.0,M2,9.9
1222.8,C000AT,130.0,20.0,M1,8.2
790.7,C000N,86.0,16.0,M2,12.7
1345.6,C000J,142.0,20.0,M1,7.5
705.3,C000AZ,78.0,14.0,M2,14.2
1302.3,C000AW,137.0,22.0,M1,7.7
779.5,C000T,84.0,15.0,M1,12.7
864.2,C000N,94.0,16.0,M2,11.6
1498.2,C000AP,157.0,21.0,M1,6.7
876.5,C000Y,95.0,13.0,M2,11.5
826.1,C000Z,90.0,14.0,M1,12.0
1177.7,C000W,124.0,19.0,M1,8.4
1305.5,C000AK,137.0,19.0,M2,7.6
1470.9,C000AP,154.0,22.0,M1,6.8
816.7,C000L,89.0,16.0,M2,12.3
2587.9,C000J,265.0,32.0,M2,3.9
886.6,C000N,94.0,14.0,M2,11.3
2276.8,C000X,233.0,28.0,M1,4.4
1243.2,C000AU,130.0,20.0,M3,8.1
1015.1,C000F,110.0,18.0,M2,9.8
859.3,C000AD,93.0,15.0,M2,11.5
1085.3,C000V,116.0,19.0,M1,9.2
1023.7,C000AJ,109.0,19.0,M4,9.8
818.8,C000T,89.0,16.0,M1,12.1
1176.8,C000X,125.0,20.0,M1,8.5
870.3,C000O,92.0,16.0,M2,11.4
1010.0,C000AY,109.0,19.0,M1,9.9
883.0,C000T,94.0,16.0,M1,11.3
780.4,C000Y,85.0,14.0,M1,12.8
1518.8,C000AK,157.0,22.0,M2,6.6
1152.4,C000AK,123.0,21.0,M4,8.6
814.5,C000Y,89.0,15.0,M2,12.3
790.7,C000Z,89.0,14.0,M1,12.6
907.1,C000Y,98.0,17.0,M2,11.1
1116.2,C000X,118.0,19.0,M1,9.0
1276.2,C000O,135.0,20.0,M2,7.8
1317.9,C000AY,138.0,21.0,M1,7.6
1059.0,C000AY,113.0,18.0,M1,9.5
966.9,C000Z,103.0,19.0,M1,10.4
773.5,C000AZ,84.0,16.0,M1,12.9
843.6,C000Z,91.0,15.0,M1,11.8
1033.1,C000AJ,110.0,17.0,M1,9.7
771.2,C000N,84.0,14.0,M2,13.0
1312.4,C000AT,137.0,21.0,M1,7.7
1177.7,C000J,126.0,17.0,M3,8.5
